sheet_name,table_name,date,value,frequency,time_period_description,average_sales_2022,note_ref,dataset_code
Table 5,Index numbers of sales per week - Monthly,2013 Dec,101.4,monthly,Household goods,,Note 3,EAWP
Table 5,Index numbers of sales per week - Monthly,2013 Dec,98.5,monthly,Other non-food,,Note 3,EAWQ
Table 5,Index numbers of sales per week - Monthly,2014 Jan,67.2,monthly,Total excluding fuel,,,J43S
Table 5,Index numbers of sales per week - Monthly,2014 Jan,72.8,monthly,"Food, drink and tobacco",,Note 3,EAWN
Table 5,Index numbers of sales per week - Monthly,2014 Jan,59.0,monthly,Clothing and footwear,,,EAWO
Table 5,Index numbers of sales per week - Monthly,2014 Jan,77.9,monthly,Household goods,,Note 3,EAWP
Table 5,Index numbers of sales per week - Monthly,2014 Jan,56.4,monthly,Other non-food,,Note 3,EAWQ
Table 5,Index numbers of sales per week - Monthly,2014 Feb,68.5,monthly,Total excluding fuel,,,J43S
Table 5,Index numbers of sales per week - Monthly,2014 Feb,76.3,monthly,"Food, drink and tobacco",,Note 3,EAWN
Table 5,Index numbers of sales per week - Monthly,2014 Feb,57.9,monthly,Clothing and footwear,,,EAWO
Table 5,Index numbers of sales per week - Monthly,2014 Feb,73.3,monthly,Household goods,,Note 3,EAWP
Table 5,Index numbers of sales per week - Monthly,2014 Feb,60.0,monthly,Other non-food,,Note 3,EAWQ
Table 5,Index numbers of sales per week - Monthly,2014 Mar,70.6,monthly,Total excluding fuel,,,J43S
Table 5,Index numbers of sales per week - Monthly,2014 Mar,74.0,monthly,"Food, drink and tobacco",,Note 3,EAWN
Table 5,Index numbers of sales per week - Monthly,2014 Mar,65.0,monthly,Clothing and footwear,,,EAWO
Table 5,Index numbers of sales per week - Monthly,2014 Mar,71.1,monthly,Household goods,,Note 3,EAWP
Table 5,Index numbers of sales per week - Monthly,2014 Mar,68.7,monthly,Other non-food,,Note 3,EAWQ
Table 5,Index numbers of sales per week - Monthly,2014 Apr,73.8,monthly,Total excluding fuel,,,J43S
Table 5,Index numbers of sales per week - Monthly,2014 Apr,78.1,monthly,"Food, drink and tobacco",,Note 3,EAWN
Table 5,Index numbers of sales per week - Monthly,2014 Apr,71.1,monthly,Clothing and footwear,,,EAWO
Table 5,Index numbers of sales per week - Monthly,2014 Apr,75.7,monthly,Household goods,,Note 3,EAWP
Table 5,Index numbers of sales per week - Monthly,2014 Apr,67.3,monthly,Other non-food,,Note 3,EAWQ
Table 5,Index numbers of sales per week - Monthly,2014 May,73.7,monthly,Total excluding fuel,,,J43S
Table 5,Index numbers of sales per week - Monthly,2014 May,76.5,monthly,"Food, drink and tobacco",,Note 3,EAWN
Table 5,Index numbers of sales per week - Monthly,2014 May,72.8,monthly,Clothing and footwear,,,EAWO
Table 5,Index numbers of sales per week - Monthly,2014 May,74.5,monthly,Household goods,,Note 3,EAWP
Table 5,Index numbers of sales per week - Monthly,2014 May,69.4,monthly,Other non-food,,Note 3,EAWQ
Table 5,Index numbers of sales per week - Monthly,2014 Jun,74.7,monthly,Total excluding fuel,,,J43S
Table 5,Index numbers of sales per week - Monthly,2014 Jun,76.9,monthly,"Food, drink and tobacco",,Note 3,EAWN
Table 5,Index numbers of sales per week - Monthly,2014 Jun,75.4,monthly,Clothing and footwear,,,EAWO
Table 5,Index numbers of sales per week - Monthly,2014 Jun,73.5,monthly,Household goods,,Note 3,EAWP
Table 5,Index numbers of sales per week - Monthly,2014 Jun,71.5,monthly,Other non-food,,Note 3,EAWQ
Table 5,Index numbers of sales per week - Monthly,2014 Jul,74.7,monthly,Total excluding fuel,,,J43S
Table 5,Index numbers of sales per week - Monthly,2014 Jul,76.5,monthly,"Food, drink and tobacco",,Note 3,EAWN
Table 5,Index numbers of sales per week - Monthly,2014 Jul,74.4,monthly,Clothing and footwear,,,EAWO
Table 5,Index numbers of sales per week - Monthly,2014 Jul,75.1,monthly,Household goods,,Note 3,EAWP
Table 5,Index numbers of sales per week - Monthly,2014 Jul,71.9,monthly,Other non-food,,Note 3,EAWQ
Table 5,Index numbers of sales per week - Monthly,2014 Aug,72.7,monthly,Total excluding fuel,,,J43S
Table 5,Index numbers of sales per week - Monthly,2014 Aug,74.3,monthly,"Food, drink and tobacco",,Note 3,EAWN
Table 5,Index numbers of sales per week - Monthly,2014 Aug,73.8,monthly,Clothing and footwear,,,EAWO
Table 5,Index numbers of sales per week - Monthly,2014 Aug,76.8,monthly,Household goods,,Note 3,EAWP
Table 5,Index numbers of sales per week - Monthly,2014 Aug,66.3,monthly,Other non-food,,Note 3,EAWQ
Table 5,Index numbers of sales per week - Monthly,2014 Sep,72.4,monthly,Total excluding fuel,,,J43S
Table 5,Index numbers of sales per week - Monthly,2014 Sep,73.6,monthly,"Food, drink and tobacco",,Note 3,EAWN
Table 5,Index numbers of sales per week - Monthly,2014 Sep,69.8,monthly,Clothing and footwear,,,EAWO
Table 5,Index numbers of sales per week - Monthly,2014 Sep,79.4,monthly,Household goods,,Note 3,EAWP
Table 5,Index numbers of sales per week - Monthly,2014 Sep,67.4,monthly,Other non-food,,Note 3,EAWQ
Table 5,Index numbers of sales per week - Monthly,2014 Oct,76.6,monthly,Total excluding fuel,,,J43S
Table 5,Index numbers of sales per week - Monthly,2014 Oct,75.4,monthly,"Food, drink and tobacco",,Note 3,EAWN
Table 5,Index numbers of sales per week - Monthly,2014 Oct,75.8,monthly,Clothing and footwear,,,EAWO
Table 5,Index numbers of sales per week - Monthly,2014 Oct,86.8,monthly,Household goods,,Note 3,EAWP
Table 5,Index numbers of sales per week - Monthly,2014 Oct,72.0,monthly,Other non-food,,Note 3,EAWQ
Table 5,Index numbers of sales per week - Monthly,2014 Nov,85.5,monthly,Total excluding fuel,,,J43S
Table 5,Index numbers of sales per week - Monthly,2014 Nov,78.2,monthly,"Food, drink and tobacco",,Note 3,EAWN
Table 5,Index numbers of sales per week - Monthly,2014 Nov,87.4,monthly,Clothing and footwear,,,EAWO
Table 5,Index numbers of sales per week - Monthly,2014 Nov,101.0,monthly,Household goods,,Note 3,EAWP
Table 5,Index numbers of sales per week - Monthly,2014 Nov,85.0,monthly,Other non-food,,Note 3,EAWQ
Table 5,Index numbers of sales per week - Monthly,2014 Dec,98.4,monthly,Total excluding fuel,,,J43S
Table 5,Index numbers of sales per week - Monthly,2014 Dec,85.8,monthly,"Food, drink and tobacco",,Note 3,EAWN
Table 5,Index numbers of sales per week - Monthly,2014 Dec,107.0,monthly,Clothing and footwear,,,EAWO
Table 5,Index numbers of sales per week - Monthly,2014 Dec,105.7,monthly,Household goods,,Note 3,EAWP
Table 5,Index numbers of sales per week - Monthly,2014 Dec,107.5,monthly,Other non-food,,Note 3,EAWQ
Table 5,Index numbers of sales per week - Monthly,2015 Jan,69.3,monthly,Total excluding fuel,,,J43S
Table 5,Index numbers of sales per week - Monthly,2015 Jan,71.0,monthly,"Food, drink and tobacco",,Note 3,EAWN
Table 5,Index numbers of sales per week - Monthly,2015 Jan,63.5,monthly,Clothing and footwear,,,EAWO
Table 5,Index numbers of sales per week - Monthly,2015 Jan,83.9,monthly,Household goods,,Note 3,EAWP
Table 5,Index numbers of sales per week - Monthly,2015 Jan,60.4,monthly,Other non-food,,Note 3,EAWQ
Table 5,Index numbers of sales per week - Monthly,2015 Feb,70.0,monthly,Total excluding fuel,,,J43S
Table 5,Index numbers of sales per week - Monthly,2015 Feb,74.3,monthly,"Food, drink and tobacco",,Note 3,EAWN
Table 5,Index numbers of sales per week - Monthly,2015 Feb,61.9,monthly,Clothing and footwear,,,EAWO
Table 5,Index numbers of sales per week - Monthly,2015 Feb,77.1,monthly,Household goods,,Note 3,EAWP
Table 5,Index numbers of sales per week - Monthly,2015 Feb,63.9,monthly,Other non-food,,Note 3,EAWQ
Table 5,Index numbers of sales per week - Monthly,2015 Mar,73.6,monthly,Total excluding fuel,,,J43S
Table 5,Index numbers of sales per week - Monthly,2015 Mar,76.8,monthly,"Food, drink and tobacco",,Note 3,EAWN
Table 5,Index numbers of sales per week - Monthly,2015 Mar,68.1,monthly,Clothing and footwear,,,EAWO
Table 5,Index numbers of sales per week - Monthly,2015 Mar,79.6,monthly,Household goods,,Note 3,EAWP
Table 5,Index numbers of sales per week - Monthly,2015 Mar,68.0,monthly,Other non-food,,Note 3,EAWQ
Table 5,Index numbers of sales per week - Monthly,2015 Apr,73.6,monthly,Total excluding fuel,,,J43S
Table 5,Index numbers of sales per week - Monthly,2015 Apr,74.0,monthly,"Food, drink and tobacco",,Note 3,EAWN
Table 5,Index numbers of sales per week - Monthly,2015 Apr,74.5,monthly,Clothing and footwear,,,EAWO
Table 5,Index numbers of sales per week - Monthly,2015 Apr,78.7,monthly,Household goods,,Note 3,EAWP
Table 5,Index numbers of sales per week - Monthly,2015 Apr,68.8,monthly,Other non-food,,Note 3,EAWQ
Table 5,Index numbers of sales per week - Monthly,2015 May,75.3,monthly,Total excluding fuel,,,J43S
Table 5,Index numbers of sales per week - Monthly,2015 May,77.4,monthly,"Food, drink and tobacco",,Note 3,EAWN
Table 5,Index numbers of sales per week - Monthly,2015 May,75.5,monthly,Clothing and footwear,,,EAWO
Table 5,Index numbers of sales per week - Monthly,2015 May,77.4,monthly,Household goods,,Note 3,EAWP
Table 5,Index numbers of sales per week - Monthly,2015 May,70.4,monthly,Other non-food,,Note 3,EAWQ
Table 5,Index numbers of sales per week - Monthly,2015 Jun,76.0,monthly,Total excluding fuel,,,J43S
Table 5,Index numbers of sales per week - Monthly,2015 Jun,77.2,monthly,"Food, drink and tobacco",,Note 3,EAWN
Table 5,Index numbers of sales per week - Monthly,2015 Jun,79.8,monthly,Clothing and footwear,,,EAWO
Table 5,Index numbers of sales per week - Monthly,2015 Jun,77.5,monthly,Household goods,,Note 3,EAWP
Table 5,Index numbers of sales per week - Monthly,2015 Jun,70.2,monthly,Other non-food,,Note 3,EAWQ
Table 5,Index numbers of sales per week - Monthly,2015 Jul,76.2,monthly,Total excluding fuel,,,J43S
Table 5,Index numbers of sales per week - Monthly,2015 Jul,76.0,monthly,"Food, drink and tobacco",,Note 3,EAWN
Table 5,Index numbers of sales per week - Monthly,2015 Jul,78.3,monthly,Clothing and footwear,,,EAWO
Table 5,Index numbers of sales per week - Monthly,2015 Jul,81.4,monthly,Household goods,,Note 3,EAWP
Table 5,Index numbers of sales per week - Monthly,2015 Jul,71.4,monthly,Other non-food,,Note 3,EAWQ
Table 5,Index numbers of sales per week - Monthly,2015 Aug,73.2,monthly,Total excluding fuel,,,J43S
Table 5,Index numbers of sales per week - Monthly,2015 Aug,73.5,monthly,"Food, drink and tobacco",,Note 3,EAWN
Table 5,Index numbers of sales per week - Monthly,2015 Aug,75.4,monthly,Clothing and footwear,,,EAWO
Table 5,Index numbers of sales per week - Monthly,2015 Aug,78.0,monthly,Household goods,,Note 3,EAWP
Table 5,Index numbers of sales per week - Monthly,2015 Aug,67.9,monthly,Other non-food,,Note 3,EAWQ
Table 5,Index numbers of sales per week - Monthly,2015 Sep,74.8,monthly,Total excluding fuel,,,J43S
Table 5,Index numbers of sales per week - Monthly,2015 Sep,74.9,monthly,"Food, drink and tobacco",,Note 3,EAWN
Table 5,Index numbers of sales per week - Monthly,2015 Sep,76.3,monthly,Clothing and footwear,,,EAWO
Table 5,Index numbers of sales per week - Monthly,2015 Sep,83.0,monthly,Household goods,,Note 3,EAWP
Table 5,Index numbers of sales per week - Monthly,2015 Sep,67.8,monthly,Other non-food,,Note 3,EAWQ
Table 5,Index numbers of sales per week - Monthly,2015 Oct,77.4,monthly,Total excluding fuel,,,J43S
Table 5,Index numbers of sales per week - Monthly,2015 Oct,74.7,monthly,"Food, drink and tobacco",,Note 3,EAWN
Table 5,Index numbers of sales per week - Monthly,2015 Oct,79.1,monthly,Clothing and footwear,,,EAWO
Table 5,Index numbers of sales per week - Monthly,2015 Oct,87.8,monthly,Household goods,,Note 3,EAWP
Table 5,Index numbers of sales per week - Monthly,2015 Oct,73.0,monthly,Other non-food,,Note 3,EAWQ
Table 5,Index numbers of sales per week - Monthly,2015 Nov,86.7,monthly,Total excluding fuel,,,J43S
Table 5,Index numbers of sales per week - Monthly,2015 Nov,78.2,monthly,"Food, drink and tobacco",,Note 3,EAWN
Table 5,Index numbers of sales per week - Monthly,2015 Nov,91.9,monthly,Clothing and footwear,,,EAWO
Table 5,Index numbers of sales per week - Monthly,2015 Nov,104.0,monthly,Household goods,,Note 3,EAWP
Table 5,Index numbers of sales per week - Monthly,2015 Nov,84.7,monthly,Other non-food,,Note 3,EAWQ
Table 5,Index numbers of sales per week - Monthly,2015 Dec,97.3,monthly,Total excluding fuel,,,J43S
Table 5,Index numbers of sales per week - Monthly,2015 Dec,86.8,monthly,"Food, drink and tobacco",,Note 3,EAWN
Table 5,Index numbers of sales per week - Monthly,2015 Dec,104.1,monthly,Clothing and footwear,,,EAWO
Table 5,Index numbers of sales per week - Monthly,2015 Dec,105.2,monthly,Household goods,,Note 3,EAWP
Table 5,Index numbers of sales per week - Monthly,2015 Dec,103.7,monthly,Other non-food,,Note 3,EAWQ
Table 5,Index numbers of sales per week - Monthly,2016 Jan,71.0,monthly,Total excluding fuel,,,J43S
Table 5,Index numbers of sales per week - Monthly,2016 Jan,71.5,monthly,"Food, drink and tobacco",,Note 3,EAWN
Table 5,Index numbers of sales per week - Monthly,2016 Jan,65.4,monthly,Clothing and footwear,,,EAWO
Table 5,Index numbers of sales per week - Monthly,2016 Jan,88.5,monthly,Household goods,,Note 3,EAWP
Table 5,Index numbers of sales per week - Monthly,2016 Jan,62.0,monthly,Other non-food,,Note 3,EAWQ
Table 5,Index numbers of sales per week - Monthly,2016 Feb,71.2,monthly,Total excluding fuel,,,J43S
Table 5,Index numbers of sales per week - Monthly,2016 Feb,74.6,monthly,"Food, drink and tobacco",,Note 3,EAWN
Table 5,Index numbers of sales per week - Monthly,2016 Feb,61.5,monthly,Clothing and footwear,,,EAWO
Table 5,Index numbers of sales per week - Monthly,2016 Feb,81.4,monthly,Household goods,,Note 3,EAWP
Table 5,Index numbers of sales per week - Monthly,2016 Feb,65.2,monthly,Other non-food,,Note 3,EAWQ
Table 5,Index numbers of sales per week - Monthly,2016 Mar,73.7,monthly,Total excluding fuel,,,J43S
Table 5,Index numbers of sales per week - Monthly,2016 Mar,76.9,monthly,"Food, drink and tobacco",,Note 3,EAWN
Table 5,Index numbers of sales per week - Monthly,2016 Mar,67.0,monthly,Clothing and footwear,,,EAWO
Table 5,Index numbers of sales per week - Monthly,2016 Mar,79.8,monthly,Household goods,,Note 3,EAWP
Table 5,Index numbers of sales per week - Monthly,2016 Mar,69.0,monthly,Other non-food,,Note 3,EAWQ
Table 5,Index numbers of sales per week - Monthly,2016 Apr,75.0,monthly,Total excluding fuel,,,J43S
Table 5,Index numbers of sales per week - Monthly,2016 Apr,75.8,monthly,"Food, drink and tobacco",,Note 3,EAWN
Table 5,Index numbers of sales per week - Monthly,2016 Apr,71.0,monthly,Clothing and footwear,,,EAWO
Table 5,Index numbers of sales per week - Monthly,2016 Apr,80.1,monthly,Household goods,,Note 3,EAWP
Table 5,Index numbers of sales per week - Monthly,2016 Apr,72.8,monthly,Other non-food,,Note 3,EAWQ
Table 5,Index numbers of sales per week - Monthly,2016 May,77.5,monthly,Total excluding fuel,,,J43S
Table 5,Index numbers of sales per week - Monthly,2016 May,78.3,monthly,"Food, drink and tobacco",,Note 3,EAWN
Table 5,Index numbers of sales per week - Monthly,2016 May,77.3,monthly,Clothing and footwear,,,EAWO
Table 5,Index numbers of sales per week - Monthly,2016 May,80.1,monthly,Household goods,,Note 3,EAWP
Table 5,Index numbers of sales per week - Monthly,2016 May,74.3,monthly,Other non-food,,Note 3,EAWQ
Table 5,Index numbers of sales per week - Monthly,2016 Jun,76.7,monthly,Total excluding fuel,,,J43S
Table 5,Index numbers of sales per week - Monthly,2016 Jun,77.8,monthly,"Food, drink and tobacco",,Note 3,EAWN
Table 5,Index numbers of sales per week - Monthly,2016 Jun,78.0,monthly,Clothing and footwear,,,EAWO
Table 5,Index numbers of sales per week - Monthly,2016 Jun,78.3,monthly,Household goods,,Note 3,EAWP
Table 5,Index numbers of sales per week - Monthly,2016 Jun,72.7,monthly,Other non-food,,Note 3,EAWQ
Table 5,Index numbers of sales per week - Monthly,2016 Jul,78.9,monthly,Total excluding fuel,,,J43S
Table 5,Index numbers of sales per week - Monthly,2016 Jul,78.1,monthly,"Food, drink and tobacco",,Note 3,EAWN
Table 5,Index numbers of sales per week - Monthly,2016 Jul,81.3,monthly,Clothing and footwear,,,EAWO
Table 5,Index numbers of sales per week - Monthly,2016 Jul,82.4,monthly,Household goods,,Note 3,EAWP
Table 5,Index numbers of sales per week - Monthly,2016 Jul,75.8,monthly,Other non-food,,Note 3,EAWQ
Table 5,Index numbers of sales per week - Monthly,2016 Aug,76.2,monthly,Total excluding fuel,,,J43S
Table 5,Index numbers of sales per week - Monthly,2016 Aug,77.3,monthly,"Food, drink and tobacco",,Note 3,EAWN
Table 5,Index numbers of sales per week - Monthly,2016 Aug,76.7,monthly,Clothing and footwear,,,EAWO
Table 5,Index numbers of sales per week - Monthly,2016 Aug,79.4,monthly,Household goods,,Note 3,EAWP
Table 5,Index numbers of sales per week - Monthly,2016 Aug,71.9,monthly,Other non-food,,Note 3,EAWQ
Table 5,Index numbers of sales per week - Monthly,2016 Sep,76.9,monthly,Total excluding fuel,,,J43S
Table 5,Index numbers of sales per week - Monthly,2016 Sep,76.3,monthly,"Food, drink and tobacco",,Note 3,EAWN
Table 5,Index numbers of sales per week - Monthly,2016 Sep,77.5,monthly,Clothing and footwear,,,EAWO
Table 5,Index numbers of sales per week - Monthly,2016 Sep,85.5,monthly,Household goods,,Note 3,EAWP
Table 5,Index numbers of sales per week - Monthly,2016 Sep,71.3,monthly,Other non-food,,Note 3,EAWQ
Table 5,Index numbers of sales per week - Monthly,2016 Oct,82.1,monthly,Total excluding fuel,,,J43S
Table 5,Index numbers of sales per week - Monthly,2016 Oct,78.0,monthly,"Food, drink and tobacco",,Note 3,EAWN
Table 5,Index numbers of sales per week - Monthly,2016 Oct,84.5,monthly,Clothing and footwear,,,EAWO
Table 5,Index numbers of sales per week - Monthly,2016 Oct,93.9,monthly,Household goods,,Note 3,EAWP
Table 5,Index numbers of sales per week - Monthly,2016 Oct,78.9,monthly,Other non-food,,Note 3,EAWQ
Table 5,Index numbers of sales per week - Monthly,2016 Nov,91.8,monthly,Total excluding fuel,,,J43S
Table 5,Index numbers of sales per week - Monthly,2016 Nov,80.7,monthly,"Food, drink and tobacco",,Note 3,EAWN
Table 5,Index numbers of sales per week - Monthly,2016 Nov,98.4,monthly,Clothing and footwear,,,EAWO
Table 5,Index numbers of sales per week - Monthly,2016 Nov,112.0,monthly,Household goods,,Note 3,EAWP
Table 5,Index numbers of sales per week - Monthly,2016 Nov,90.8,monthly,Other non-food,,Note 3,EAWQ
Table 5,Index numbers of sales per week - Monthly,2016 Dec,104.0,monthly,Total excluding fuel,,,J43S
